feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,target
1.5932736159500267,0.6133491654036357,0.30972382493129846,2.0425362340170494,-0.5148781639034627,0.9978447558928367,1.4170792739833395,-0.20211702713566235,0.07255388602640776,0.9455083883413458,-0.6502318452682724,-0.7064131417118011,2.469982022251836,-1.9626525503620922,-0.6266376506621298,0.0060142102865014925,1
0.5687223991204718,1.8436999764775681,-0.7374561938764481,-0.9194611841134224,0.4178542398903599,0.2600807237980046,0.4437287288585631,-0.8332310006734793,-0.07256821859321373,0.4229235407935868,-1.3820240125223877,-0.30291724288144756,0.5870167419285971,-0.8340320266354456,-2.26935060497099,0.7527712086966564,0
-0.11448704558920082,0.27109098221586064,-1.5369198832232425,0.11467002921498821,-2.0488327587590907,0.925065615472322,-0.07697270547731037,1.7336002474410015,0.6086733156399934,-1.1756799962700155,1.3549198905239492,1.463529226189663,-0.3973526539198731,1.9938367502756367,0.31823323787361346,0.23244057273961935,1
0.25163024881989055,1.1364476270515151,-0.5622548291650494,-0.13742370370800255,-0.98974438834615,1.476075853308378,-1.091534358639565,0.19064900407720914,0.6504692430939103,-0.20485132163652298,0.2082520572439975,1.8002523656286347,0.4335496360522979,-0.6666597545992851,-1.0613923855098097,0.5915004418262649,1
-1.21085563794359,-1.738331868174651,-1.5995111233025678,1.3655269247594162,-0.3382941895532951,-1.8792522804514322,-0.4374568101853107,-0.1778103936485962,-0.03888250432167908,0.9564954848081793,1.0158964819349836,0.46512166513483977,0.5002970930075923,0.9762901621383451,0.6442693296141838,-1.0211442710431435,0
-0.3937337116943893,0.7071347443209272,0.8243899303441132,-0.2616383473769734,1.5038265027762627,-0.7825285421389928,1.6740103128782051,-1.085025119015919,0.6453584374545241,1.5861339939314587,-0.3602983470000938,-0.37158374715296727,1.2368345108578183,-0.8030210992306345,-0.5000963965700471,0.14681930471297214,1
0.08525257457038693,0.030386131464882466,2.491486202197658,-1.2862409108227644,-0.25820895131257615,-1.4022050602466853,-2.9241531419878806,0.9722623328412471,1.5192260200175105,0.791284006592313,1.031474662571415,-0.29711308396625097,-1.0192248796083154,1.0035098544994376,-2.045258599132325,0.9947727496640698,1
0.09942198670854183,0.7650019773845077,1.0118551635303574,-1.6546574897416484,-0.1545956417824247,-1.455285803944847,1.6825302531809092,1.4314716840449928,-1.3471193697363244,-0.550833690438854,0.770652234374176,0.3571931062897491,-0.4722243399622566,0.43841843833628963,1.4310381104231622,-0.11534749891690074,1
-1.5306162443986169,0.867665218013112,-0.2812379394329118,0.037232739871007635,-1.6558270256983303,-1.1523354119350042,-0.14711307593695994,-0.2450730432591931,0.3118595725240946,-0.6716780021941796,-1.467719287139048,-2.6784129177171265,0.14299327530967043,1.193230271586046,1.8100053780680931,-2.203884490586596,0
0.3276231792347814,-2.256250117810419,0.01670650760288455,1.270301300778209,-0.09355458630972056,0.09654855259981932,-0.3678592222981023,-0.6232538101120374,-0.6958822095543836,-0.6968273430760856,0.49410130053483337,0.36493746732865345,-0.6643745585438743,-0.2671444664710163,-0.6701334548724138,-0.3664562029111594,0
0.27919649251421025,-0.4436027396060996,1.153919669146144,-0.14327661162811972,-1.0900810076467862,0.292280245037101,0.13737488428287448,-0.39599886600563744,-0.8889675908718206,-1.3961554243495409,0.4933527843164742,-0.37777384607775616,0.9991702654341353,1.6537594061280714,1.5482307789167673,0.8300547743276865,1
-0.3770512062727785,-0.6700232805994619,-0.600915036416717,0.795255214599184,0.7780081759964306,0.8867214532569343,-0.2201071432268181,-1.35852240228175,-1.8208668527578313,-0.5600499127015033,-0.7369694744382254,-0.7590556732931462,-0.7230226818761808,-0.030093274502852433,-0.513709249599502,0.7540669030940907,0
0.004174999082500307,0.15216419000569828,0.1329372671024025,-0.07207247556122547,2.168953917143037,0.11322062476444081,-2.5014239121080357,1.3226025276669688,0.3896815865372157,0.3246770750757197,0.5938832795405727,-0.0151699380738483,-0.9242684333818706,1.7405285478319712,0.508188714474424,-1.210709212811155,1
-1.4834915533680013,-1.9405333971697167,-2.1699744273365895,-0.7424240056849941,0.5874821470270757,-0.02948164685781981,-0.6038212214108618,0.0034439384342185293,-0.29157648739151865,1.4076088064147532,-0.938863540174972,-0.882119438865678,-0.6563588870287461,1.1974926712505705,-1.3406303616118496,0.26616989757302933,0
